heart_rate,accel_mag,accel_x,accel_y,accel_z,hrv,mov_trend,fatigue
122,1.189,0.407,1.035,-0.077,39.263,0.871,0
173,0.056,-0.018,-0.039,0.009,39.737,0.799,1
145,1.427,-0.789,1.313,0.143,36.684,0.847,0
137,1.017,-0.921,-0.284,0.384,34.368,0.79,0
104,2.139,-0.507,1.575,0.069,33.895,0.791,0
81,1.991,-2.936,-1.219,1.003,33.105,0.916,0
82,1.615,-0.693,-0.077,0.058,30.263,1.056,0
177,0.122,-0.039,0.016,-0.012,30.947,1.031,1
129,1.479,-0.664,0.311,0.242,30.789,1.024,0
100,2.209,-0.789,0.56,-0.143,30.158,1.166,0
190,0.333,-0.253,0.16,-0.094,33.632,1.317,1
175,0.049,0.019,-0.015,0.016,34.211,1.153,1
161,0.455,0.107,-0.3,0.026,31.737,1.128,0
190,0.269,0.204,0.113,0.001,29.105,0.975,1
156,0.749,-0.247,-0.151,0.103,30.368,0.985,1
145,0.896,-0.164,-0.134,-0.301,29.0,0.975,0
179,0.292,-0.179,0.256,-0.058,30.789,1.072,1
187,0.229,0.013,0.097,-0.129,30.211,0.955,1
112,1.924,0.312,-0.77,0.342,33.316,1.054,0
178,0.192,-0.328,0.008,-0.105,36.421,0.888,1
82,1.603,-1.283,1.073,-0.326,38.789,0.767,0
155,0.809,0.863,0.8,0.377,41.158,0.665,1
79,1.986,-2.038,-0.085,0.562,44.737,0.801,0
74,1.667,-0.488,-0.291,0.75,43.263,0.815,0
150,1.55,-0.023,-0.048,0.198,46.053,0.697,0
146,0.893,-1.314,0.394,-0.099,46.211,0.715,0
136,0.432,-0.184,0.116,-0.225,41.737,0.813,1
174,0.18,-0.015,-0.185,-0.046,41.211,0.825,1
157,0.596,-0.185,0.269,-0.004,40.579,0.911,0
148,0.777,0.164,-0.341,0.277,36.316,0.929,0
85,1.872,-1.013,-0.253,-0.145,38.842,1.013,0
165,0.879,0.247,0.97,-0.332,42.316,1.036,0
153,0.749,-0.024,-0.435,-0.113,41.421,1.164,1
180,0.116,-0.091,-0.048,-0.033,41.053,0.97,1
149,0.639,-0.012,-0.685,0.222,42.105,1.152,1
144,0.393,0.573,-0.098,0.147,40.579,1.09,1
144,1.058,1.187,0.458,0.676,40.158,1.188,0
122,1.357,0.502,0.647,0.226,37.368,0.977,0
133,1.508,0.268,-0.193,-0.599,34.474,0.952,0
92,1.407,-0.706,0.001,0.597,31.579,0.989,0
133,1.281,-0.048,-0.774,-0.154,29.895,0.977,0
147,1.356,0.81,1.478,-0.481,26.632,1.016,0
73,1.908,-0.756,-0.437,-0.167,30.263,1.163,0
142,0.898,-0.355,-0.737,0.229,29.895,1.157,1
183,0.283,-0.064,-0.184,-0.02,31.842,1.12,1
131,1.341,0.758,0.949,-0.326,34.053,1.011,0
102,1.3,1.408,1.09,-0.246,33.579,1.0,0
171,0.124,0.052,0.09,-0.02,36.316,0.929,1
139,1.605,-0.339,0.094,-0.591,37.526,1.151,0
177,0.18,-0.175,0.027,-0.079,36.211,1.085,1
171,1.059,-0.401,-0.249,-0.129,32.316,1.231,1
177,0.28,-0.263,0.023,-0.083,32.0,1.152,1
79,1.541,1.964,-0.852,0.242,35.737,1.221,0
84,1.803,-0.214,0.376,-0.365,34.368,1.259,0
88,2.201,-1.724,0.365,0.245,34.316,1.335,0
123,1.171,-1.673,0.489,-0.224,36.158,1.287,0
182,0.237,-0.013,-0.184,-0.149,38.105,1.124,1
139,1.837,-0.71,0.265,-0.261,39.789,0.998,0
173,0.309,-0.004,-0.163,-0.104,39.421,0.943,1
161,0.762,1.106,0.072,0.125,37.895,1.003,1
145,1.394,0.095,2.369,0.358,38.0,1.041,0
102,1.607,1.513,0.464,-0.025,36.368,1.033,0
128,1.366,0.066,0.793,-0.251,34.105,1.159,0
166,0.182,-0.105,-0.135,0.036,33.947,0.968,1
154,0.787,-0.338,0.283,-0.245,31.842,1.033,1
133,1.308,-1.187,-0.258,-0.396,31.421,1.007,0
145,1.615,0.65,1.371,-0.639,28.421,1.141,0
177,0.343,0.004,0.076,-0.242,28.421,1.053,1
156,0.623,0.461,0.191,-0.014,27.526,0.962,0
141,0.874,0.41,-0.819,0.103,28.0,0.84,0
164,0.791,0.005,-0.217,-0.086,28.895,0.823,0
140,1.092,0.791,0.13,-0.033,25.0,0.935,0
168,0.856,-0.852,0.236,0.088,26.211,0.877,0
101,1.854,0.984,-0.594,-0.003,29.526,1.012,0
178,0.31,-0.376,-0.154,0.048,31.737,0.952,1
73,1.546,1.0,0.292,-0.691,34.158,0.959,0
152,0.855,0.205,0.338,-0.257,36.053,0.894,0
167,0.464,-0.471,-0.058,-0.138,35.053,0.778,0
107,1.698,-0.05,-1.852,1.135,37.579,0.943,0
170,0.322,-0.156,-0.446,0.168,40.053,0.88,1
184,0.366,-0.145,0.212,-0.024,38.526,0.811,1
88,1.492,0.494,-1.086,-0.684,42.211,0.744,0
143,1.278,0.76,0.274,-0.511,43.105,0.852,0
160,0.531,-0.286,-0.178,-0.211,43.368,0.91,0
179,0.133,0.019,-0.038,-0.022,43.263,0.943,1
127,1.178,1.48,-0.068,0.228,45.368,0.996,0
66,2.316,-0.511,1.55,0.935,46.895,1.021,0
174,0.182,0.286,-0.102,0.033,51.474,1.044,1
124,1.15,0.898,1.306,0.173,53.316,0.894,0
93,1.622,1.218,0.988,0.182,53.737,1.009,0
129,2.041,0.817,1.204,-0.465,54.368,1.031,0
167,0.516,0.696,0.104,0.057,54.895,1.062,0
99,1.795,-0.289,-0.024,-0.268,54.947,1.231,0
167,0.125,0.105,0.101,-0.001,54.474,1.002,1
117,1.509,-0.403,-0.017,-0.31,51.579,1.116,0
150,0.618,0.08,0.239,0.168,49.158,1.211,0
184,0.33,0.259,-0.348,-0.048,50.158,1.136,1
140,1.369,1.384,-0.953,0.418,49.316,1.069,0
82,1.454,0.642,-0.558,-0.119,49.053,1.14,0
161,0.479,0.018,-0.215,0.24,52.474,1.228,1
181,0.43,0.148,0.301,-0.08,48.474,1.14,1
82,1.605,-1.12,0.56,0.223,50.789,1.002,0
89,2.122,0.274,-0.014,0.152,50.263,1.182,0
121,1.562,-0.235,1.38,0.234,50.947,1.272,0
171,0.729,-0.549,-0.021,-0.186,50.842,1.102,1
86,1.814,-0.925,0.403,-0.31,52.105,1.053,0
144,1.403,-0.401,0.13,0.298,49.474,1.134,0
157,0.753,-0.058,0.239,0.073,47.526,0.981,1
165,0.371,-0.088,-0.084,-0.044,46.316,1.1,1
85,1.912,0.456,0.536,-0.455,48.632,1.044,0
152,0.55,-0.298,0.38,0.035,50.158,1.024,0
139,1.262,0.208,-0.907,0.407,47.263,1.163,0
140,1.452,-0.412,-0.202,0.552,43.737,1.161,0
83,2.02,0.392,0.329,-0.146,44.105,1.13,0
100,1.989,-1.669,-0.311,-1.24,43.263,1.197,0
145,1.926,2.537,0.725,-0.598,43.842,1.347,0
89,1.677,-1.748,0.325,0.446,44.474,1.415,0
169,1.408,0.101,1.261,-0.02,45.632,1.213,0
97,2.171,1.045,0.371,-0.416,45.263,1.22,0
77,2.021,0.588,-2.097,-0.69,45.263,1.362,0
158,0.613,-0.968,0.768,0.037,44.316,1.308,0
169,0.317,0.038,0.243,0.141,44.526,1.179,1
165,0.393,-0.188,-0.028,-0.122,43.053,1.232,1
152,0.693,0.024,0.225,0.108,41.105,1.233,0
84,1.551,1.197,-0.628,-0.213,40.211,1.182,0
169,0.653,-0.347,-0.152,-0.221,41.632,1.193,1
169,0.991,-1.174,0.457,-0.032,40.947,1.116,1
155,0.741,0.316,-0.119,-0.078,41.263,1.071,1
176,0.292,-0.263,0.232,0.099,38.158,0.944,1
159,0.546,-0.358,-0.018,0.249,35.526,0.801,0
174,0.308,0.006,0.276,-0.068,35.632,0.67,1
170,0.431,-0.034,-0.59,-0.053,35.789,0.609,1
160,0.339,-0.069,0.051,0.05,33.316,0.579,0
149,0.982,-0.306,0.503,-0.286,33.0,0.507,0
136,1.892,-0.003,-1.33,-0.459,31.316,0.473,0
168,0.627,-0.114,0.521,-0.111,30.053,0.5,0
137,1.095,-1.339,-0.244,-0.144,27.474,0.564,0
180,0.202,-0.245,0.017,-0.045,25.947,0.565,1
155,1.318,-0.619,-0.006,-0.172,26.211,0.587,0
135,1.958,-0.391,-1.413,0.013,23.0,0.617,0
169,0.36,0.086,-0.198,-0.145,24.211,0.6,1
92,1.244,0.494,-0.662,0.333,28.053,0.621,0
176,0.516,0.28,0.163,-0.173,31.789,0.632,0
141,0.681,0.074,-0.069,0.022,30.053,0.717,0
187,0.215,0.191,-0.009,0.063,28.0,0.761,1
153,0.666,-0.897,0.28,-0.279,29.789,0.871,1
125,1.218,1.268,0.753,0.127,30.526,1.014,0
161,0.547,-0.251,0.211,0.108,31.316,1.121,1
165,0.606,-0.478,-0.467,-0.264,30.632,1.209,0
163,0.657,0.535,0.31,-0.236,29.947,1.109,0
177,0.639,-0.044,-0.251,-0.207,30.474,1.108,1
135,1.213,0.528,0.437,0.199,32.158,1.044,0
141,1.266,-0.582,-0.193,0.18,31.895,1.155,0
125,1.462,-0.455,2.439,-0.204,32.053,1.107,0
87,1.732,1.599,0.084,-0.475,32.368,1.052,0
183,0.205,0.075,0.027,-0.049,35.789,1.065,1
89,1.659,1.051,-0.589,0.21,38.474,1.077,0
149,1.855,-0.391,-0.227,-0.291,40.316,1.208,0
188,0.12,0.012,-0.017,0.049,41.316,1.125,1
169,0.228,0.108,-0.103,0.029,40.526,1.157,1
161,0.626,-0.472,-0.048,-0.277,36.895,1.12,0
148,0.983,0.295,0.266,0.196,33.158,1.037,0
163,0.547,-0.202,0.313,0.07,32.105,1.021,0
154,0.615,0.426,-0.497,0.304,30.158,1.05,1
98,2.202,-2.286,-0.885,0.757,31.316,1.289,0
153,0.811,0.329,-0.208,-0.065,32.737,1.302,1
160,0.912,0.943,0.108,-0.033,31.211,1.264,0
178,0.212,0.015,0.014,-0.126,31.947,1.081,1
77,1.636,0.861,1.002,0.227,37.158,1.083,0
169,1.048,-0.746,-0.418,0.097,41.263,1.049,0
197,0.311,0.265,0.081,-0.246,40.526,1.07,1
125,1.231,-0.205,-0.546,0.257,44.0,1.004,0
63,1.729,-0.504,1.433,0.307,46.421,0.904,0
88,1.363,-0.541,-1.453,0.105,45.737,1.028,0
173,0.381,0.063,-0.152,-0.069,45.158,1.038,1
139,1.476,-0.255,-0.46,0.59,42.0,1.102,0
89,1.752,-0.12,1.978,0.446,41.474,1.176,0
169,0.667,0.105,0.29,0.033,43.632,1.185,1
125,0.856,-0.348,-0.35,0.25,44.947,1.201,0
89,2.027,-0.552,0.334,-0.058,46.421,1.069,0
124,1.262,-0.289,0.268,0.697,47.579,1.086,0
174,0.157,-0.02,-0.007,0.052,49.421,1.058,1
175,0.255,0.278,-0.011,-0.005,49.0,1.14,1
86,1.918,0.142,1.703,0.544,50.737,1.146,0
153,1.974,0.677,0.492,-0.046,51.368,1.271,0
135,1.734,-0.799,-1.026,-0.122,51.947,1.364,0
178,0.326,-0.157,-0.009,-0.039,53.263,1.34,1
157,0.556,-0.129,0.162,-0.237,49.053,1.264,1
85,1.514,0.441,0.77,-0.112,48.0,1.166,0
156,1.71,0.816,-0.18,-0.132,50.263,1.245,0
170,0.163,-0.164,-0.061,-0.06,47.211,1.091,1
164,0.779,0.258,-0.165,0.073,44.263,0.98,1
187,0.304,-0.191,0.332,0.091,44.158,0.95,1
170,0.237,-0.068,0.112,-0.141,40.579,0.899,1
90,2.02,-0.377,-0.316,0.068,43.0,0.909,0
101,1.786,0.798,0.171,-1.023,40.947,0.915,0
176,0.169,0.091,-0.049,-0.025,40.684,0.959,1
170,0.962,-1.118,0.165,0.006,38.684,1.0,1
161,0.638,0.885,0.253,-0.036,37.263,0.905,0
179,0.217,0.068,0.207,-0.091,36.368,0.756,1
165,0.481,-0.007,0.179,-0.041,34.474,0.632,0
170,0.231,0.125,-0.004,0.072,34.684,0.658,1
90,1.693,0.212,-1.639,-0.484,34.211,0.773,0
150,0.241,0.123,-0.1,0.016,33.842,0.69,0
158,0.646,0.105,-0.696,-0.05,33.316,0.581,1
157,0.645,-0.197,0.092,0.052,31.105,0.655,0
107,2.074,0.946,2.751,0.219,32.632,0.776,0
130,1.296,0.041,0.385,-0.116,30.053,0.858,0
154,1.017,-0.075,0.495,0.217,27.579,0.946,1
170,0.298,0.023,0.116,-0.022,27.684,0.831,1
89,1.126,-0.886,0.659,-0.083,31.632,0.76,0
91,2.278,-0.015,0.448,-0.596,30.526,0.896,0
129,1.801,-0.93,0.528,0.096,31.632,0.909,0
133,0.686,-0.02,-0.321,-0.183,27.632,0.99,0
162,0.851,0.092,-0.285,-0.237,28.579,1.171,1
164,0.543,-0.371,0.157,-0.102,24.737,1.3,1
128,1.328,-0.211,-1.119,0.434,26.316,1.404,0
96,1.941,-0.83,-0.672,0.399,27.526,1.3,0
94,2.263,0.524,1.328,-0.357,26.684,1.616,0
100,1.868,0.447,-1.485,-0.556,26.263,1.894,0
170,1.175,0.034,0.713,0.175,29.684,1.859,0
144,0.894,-0.423,0.224,-0.434,26.842,1.569,0
93,1.989,-0.481,1.652,-0.556,26.368,1.504,0
75,1.471,0.399,-0.613,0.26,26.895,1.453,0
82,1.799,0.258,-0.792,-0.632,27.211,1.776,0
180,0.144,0.093,0.071,-0.035,29.737,1.792,1
156,0.509,-0.318,-0.308,-0.11,29.789,1.392,0
99,1.824,-0.742,-0.965,-0.337,31.526,1.314,0
92,2.091,0.322,-0.475,-0.511,31.053,1.405,0
99,1.634,0.999,-1.308,-0.001,27.158,1.398,0
157,0.569,-0.257,0.255,0.022,30.105,1.394,1
94,1.357,1.785,-0.416,0.427,31.421,1.303,0
181,0.351,0.186,0.022,-0.036,35.789,1.189,1
75,1.674,-0.709,0.135,0.182,39.842,1.03,0
125,1.541,0.846,0.421,0.181,42.368,0.95,0
121,1.376,0.79,0.925,0.17,40.684,0.936,0
123,1.189,1.133,1.5,0.275,39.105,1.008,0
115,1.379,1.118,0.026,0.311,39.421,0.943,0
194,0.347,-0.262,-0.349,-0.173,43.263,0.867,1
142,2.045,0.824,-0.48,0.729,42.316,0.819,0
162,0.757,0.495,-0.781,0.051,42.0,0.886,0
162,0.692,0.131,-0.001,0.066,39.316,0.977,1
101,1.762,-0.5,1.024,0.007,41.579,0.973,0
127,1.57,-1.26,-0.636,0.682,42.579,0.882,0
164,0.825,0.025,-0.14,0.096,39.368,0.812,0
129,1.129,-0.146,-0.258,-0.284,39.947,0.837,0
139,1.248,0.265,0.39,0.283,37.474,0.831,0
163,0.805,-0.532,0.004,0.092,38.368,0.92,1
93,1.739,1.035,0.356,0.456,41.684,0.951,0
102,1.624,-1.019,1.673,-0.471,39.105,0.972,0
87,1.522,0.845,-1.209,-0.067,36.579,0.969,0
167,0.747,0.506,0.159,-0.099,36.211,0.932,0
71,2.328,1.389,-0.951,0.579,35.684,1.012,0
150,1.327,-1.233,0.242,0.506,37.211,1.131,0
183,0.301,0.019,-0.38,0.058,38.737,1.019,1
143,1.65,-1.246,-0.101,0.357,40.737,1.034,0
138,1.503,-0.527,-0.133,-0.397,40.579,1.067,0
103,1.328,0.796,-0.216,-0.837,38.263,1.047,0
156,0.657,0.052,-0.118,0.022,38.316,1.027,1
138,1.134,-0.448,-0.479,-0.358,38.211,1.092,0
83,1.848,-0.348,-0.783,-1.067,41.105,1.098,0
80,1.431,-0.514,-0.473,-0.007,38.053,1.115,0
164,0.408,-0.143,0.163,0.067,41.105,1.066,1
159,0.408,0.168,0.183,0.204,39.421,0.99,1
163,1.178,0.187,0.726,-0.398,37.789,0.961,1
128,1.249,-1.081,-1.013,-0.415,39.105,0.939,0
88,1.44,1.063,-0.69,0.34,39.947,1.0,0
124,1.823,1.276,-1.074,0.284,38.158,0.924,0
140,0.842,0.018,-0.408,-0.064,38.526,0.855,0
154,0.378,-0.145,-0.199,0.097,38.474,0.94,1
138,1.329,0.497,-0.921,-0.033,35.105,0.88,0
145,1.259,0.037,-0.998,-0.288,30.421,0.832,0
95,1.57,-0.116,0.459,0.826,28.895,0.863,0
162,0.604,-0.364,-0.118,0.079,30.684,0.902,1
165,0.665,0.05,-0.052,0.167,28.737,0.863,0
95,1.902,0.843,1.126,1.034,32.158,0.834,0
151,0.652,-0.255,0.182,0.142,33.263,0.788,1
122,1.164,-0.687,-0.608,-0.912,32.0,0.842,0
138,1.497,-1.223,-1.208,-0.237,31.895,0.964,0
178,0.322,-0.195,0.115,0.049,31.105,0.94,1
81,1.822,-0.068,1.535,0.27,36.053,0.987,0
125,1.27,-0.765,0.761,-0.728,33.947,0.94,0
168,0.128,-0.046,0.05,0.024,35.947,0.871,1
132,1.901,0.869,-0.307,0.636,37.632,0.957,0
132,1.338,-0.1,0.219,-0.844,35.789,1.009,0
95,1.941,0.193,0.833,0.228,35.632,1.064,0
81,1.199,-0.829,-0.047,-0.09,34.474,1.076,0
89,1.537,-0.277,-0.481,0.253,34.053,1.058,0
143,0.179,-0.091,-0.189,0.098,36.158,1.037,1
82,1.91,-0.261,-0.417,-0.884,38.526,1.142,0
132,1.515,-0.628,0.535,0.041,40.789,1.115,0
173,0.261,0.146,-0.098,-0.026,40.316,1.145,1
166,0.603,0.074,0.399,-0.135,37.158,1.058,1
146,1.316,-0.189,1.275,0.084,38.053,0.982,0
155,0.731,0.588,-0.038,0.467,34.842,1.057,1
128,1.042,0.534,-0.54,0.193,33.316,0.977,0
151,0.507,0.176,0.288,-0.14,33.0,0.942,1
122,1.664,-1.057,-0.931,-0.498,33.684,1.145,0
155,0.468,-0.033,0.081,0.014,33.316,0.985,0
101,1.982,-1.134,-0.315,-0.537,31.053,0.967,0
133,1.716,1.528,-1.15,-0.222,30.421,0.922,0
91,1.685,0.309,1.505,0.772,30.368,0.952,0
107,1.629,0.361,-0.322,-0.159,29.316,0.959,0
166,0.562,0.306,0.897,0.052,32.421,1.004,0
145,0.895,0.59,-0.106,-0.275,31.579,0.883,0
84,1.787,-1.634,-1.055,-0.411,34.053,0.917,0
160,0.539,-0.639,0.116,-0.129,37.632,0.952,0
136,1.192,-1.094,1.187,-0.46,36.053,1.017,0
150,0.632,-0.049,-0.089,-0.32,33.579,0.988,1
173,0.085,-0.002,-0.018,-0.013,32.158,0.928,1
81,2.129,1.152,1.008,0.071,34.842,1.036,0
115,1.52,-0.32,-0.487,-0.176,36.263,1.147,0
157,0.319,0.401,0.522,0.085,37.421,0.971,1
154,0.551,-0.364,-0.383,-0.283,37.105,1.062,1
129,1.007,-0.025,0.855,-0.364,37.0,0.964,0
88,1.025,-0.21,0.812,-0.143,37.947,0.935,0
94,1.334,-0.31,-0.401,0.783,36.737,0.888,0
138,1.501,-0.489,0.438,-0.414,37.316,0.876,0
176,0.236,-0.018,-0.253,-0.004,36.474,0.839,1
128,1.806,-2.942,0.541,-1.006,37.316,0.945,0
78,1.706,-0.975,0.739,-0.423,37.737,0.925,0
184,0.371,-0.043,0.046,0.006,42.474,0.9,1
152,0.881,-0.518,0.413,-0.41,41.053,0.853,1
82,1.741,-0.548,0.084,-0.434,43.632,0.952,0
79,1.537,1.633,1.288,0.234,40.579,1.078,0
181,0.219,0.118,-0.12,-0.134,41.947,0.902,1
168,0.608,-0.1,0.205,0.013,41.368,0.803,0
89,1.655,0.81,-0.764,-0.049,44.789,0.944,0
148,0.795,0.424,-0.832,0.128,46.684,0.954,0
124,1.343,0.398,1.11,-0.346,43.105,1.031,0
174,0.331,-0.255,-0.443,-0.155,43.947,1.033,1
152,0.886,-0.421,-1.125,0.051,42.895,1.027,1
173,0.049,-0.014,0.097,-0.004,43.842,0.939,1
169,0.12,-0.035,0.014,-0.076,42.737,0.952,1
172,0.62,0.322,0.147,-0.057,40.737,0.821,1
163,0.553,0.149,0.165,-0.088,40.895,0.751,1
83,1.935,-1.171,-0.398,-0.125,42.789,0.861,0
152,0.777,-0.441,0.236,0.02,44.421,0.872,1
112,0.881,-0.504,-0.689,0.022,44.0,0.759,0
137,1.216,-0.703,0.235,-0.419,42.684,0.679,0
171,0.419,0.098,-0.307,-0.102,38.895,0.774,1
103,1.9,-0.188,-0.911,-0.165,40.789,0.908,0
87,1.747,-2.283,-0.074,0.523,37.947,0.839,0
134,0.991,0.257,0.499,-0.247,40.263,0.838,0
87,2.383,0.353,-1.247,-0.71,37.368,0.884,0
188,0.463,0.286,0.01,0.031,42.0,0.93,1
162,0.619,-0.067,-0.547,0.045,39.211,0.94,1
143,1.21,-0.574,0.826,0.246,37.105,1.118,0
136,1.142,-0.005,0.566,-0.07,36.211,1.2,0
181,0.185,0.117,0.032,0.038,35.947,1.277,1
88,1.666,0.526,1.277,-0.077,39.684,1.498,0
135,1.252,-0.906,0.617,-0.625,41.053,1.27,0
137,0.476,-0.318,0.152,-0.092,40.947,1.257,0
128,1.468,0.266,0.411,0.353,41.263,1.392,0
78,1.931,0.391,-1.083,-0.61,43.421,1.489,0
139,1.348,-0.258,-0.068,0.491,42.421,1.541,0
80,2.061,1.9,-1.045,-0.019,41.895,1.405,0
183,0.144,0.005,0.099,0.003,45.211,1.278,1
138,1.787,-1.9,0.406,-0.347,46.263,1.317,0
124,1.439,0.377,0.166,-0.528,45.211,1.161,0
157,1.575,0.389,-0.205,-0.508,43.368,1.225,0
169,0.758,0.491,-0.13,-0.097,43.158,1.257,1
138,1.406,1.262,-0.018,0.185,42.316,1.177,0
104,1.498,-0.409,0.158,-0.016,41.632,1.127,0
153,0.887,1.257,-0.013,0.323,38.895,1.199,1
162,0.14,-0.056,0.106,-0.112,38.0,1.036,1
86,2.194,2.329,-1.273,-0.321,41.0,1.134,0
79,1.839,1.125,-1.118,0.073,41.0,1.237,0
135,1.22,0.254,-1.195,0.068,41.579,1.18,0
154,0.978,0.186,-1.021,0.453,37.684,1.08,0
123,1.614,-1.461,-1.314,-0.059,36.842,1.04,0
136,1.844,-1.076,0.027,0.119,37.421,1.02,0
95,1.689,0.872,-0.868,0.792,39.105,1.203,0
86,1.273,-0.593,-0.624,-0.422,36.947,1.122,0
135,1.48,0.248,-2.84,-0.463,36.316,1.186,0
148,1.469,-0.849,1.093,-0.342,33.895,1.109,0
82,1.072,0.303,-1.235,-0.294,31.947,1.117,0
157,1.548,2.781,-0.175,-0.376,33.526,1.113,0
106,1.863,-1.59,0.454,-0.957,35.474,1.111,0
71,1.624,1.331,1.126,0.681,35.579,1.109,0
161,0.639,0.133,-0.479,-0.175,39.684,1.23,0
170,0.253,-0.069,-0.185,-0.099,38.526,1.068,1
90,1.744,-0.746,1.589,-0.799,40.947,0.992,0
75,1.567,0.651,1.108,-0.568,39.158,1.021,0
93,1.868,0.133,-0.653,-0.421,39.632,1.118,0
158,1.016,0.759,0.599,-0.36,39.053,1.072,1
170,0.51,-0.334,0.004,-0.141,39.316,1.015,1
125,1.398,-1.397,1.062,-0.68,38.737,0.926,0
160,1.007,0.181,0.056,0.103,39.579,0.936,0
143,0.972,-0.805,0.359,-0.065,38.842,0.91,0
78,1.208,-0.008,-1.281,0.147,41.579,0.901,0
153,1.67,1.232,-0.423,-0.135,43.368,0.917,0
170,0.262,0.136,-0.121,0.036,43.789,0.848,1
136,1.334,-0.201,-0.664,-0.462,43.0,0.809,0
99,1.643,-0.923,0.181,0.885,44.263,0.782,0
184,0.299,-0.093,0.204,0.101,45.263,0.75,1
183,0.285,-0.009,0.032,0.028,41.368,0.822,1
93,1.471,0.39,0.902,-0.063,43.421,0.813,0
170,0.76,-0.26,-0.272,0.078,45.632,0.76,0
161,1.105,0.766,0.335,-0.099,41.368,0.693,1
181,0.229,-0.203,0.356,0.012,41.947,0.676,1
149,1.104,0.129,0.482,0.467,39.421,0.752,0
139,0.827,0.05,-0.714,-0.21,39.158,0.734,0
136,0.512,0.207,0.31,0.115,38.368,0.718,0
155,1.114,0.711,0.106,0.887,35.947,0.745,0
83,1.718,1.224,-0.556,0.864,39.105,0.784,0
79,1.709,-1.682,-0.955,-0.164,36.947,0.761,0
157,0.536,0.286,-0.686,-0.085,39.211,0.832,1
137,1.238,-0.22,0.884,-0.005,39.368,0.852,0
108,1.644,0.589,0.242,0.914,37.474,0.851,0
174,0.647,0.271,0.206,-0.386,37.0,0.889,0
109,1.544,-0.829,-2.403,0.24,39.526,0.963,0
181,0.288,0.14,0.057,0.023,41.526,0.907,1
83,2.009,1.631,0.053,-0.129,44.737,1.033,0
79,1.787,-0.393,-0.603,0.753,40.474,1.132,0
187,0.095,-0.085,-0.049,-0.01,46.105,1.185,1
139,1.386,-0.039,1.969,0.153,43.895,1.156,0
95,1.594,1.736,0.83,0.1,42.158,1.257,0
167,0.638,-0.093,0.741,-0.133,45.474,1.312,0
95,1.889,-1.791,1.003,-0.338,48.211,1.355,0
139,1.344,-1.138,0.472,-0.267,48.842,1.28,0
75,2.15,2.699,-2.094,-0.476,51.684,1.308,0
123,1.084,0.744,-1.081,-0.435,54.053,1.321,0
183,0.339,-0.204,0.049,-0.062,56.211,1.267,1
119,1.385,1.249,-0.312,-0.313,55.789,1.249,0
144,1.184,-0.496,0.046,0.575,56.895,1.256,0
164,0.998,0.07,0.434,0.329,53.842,1.125,1
89,1.563,0.298,0.478,0.261,56.737,1.299,0
148,1.506,0.823,-0.034,0.428,58.316,1.168,0
158,0.845,-0.204,-0.184,-0.682,55.368,1.065,1
106,1.252,0.1,0.643,0.189,54.684,1.142,0
99,1.332,-0.245,-1.49,0.14,51.263,1.12,0
161,0.764,0.417,0.107,-0.133,49.368,1.025,0
86,2.325,-0.054,-0.829,1.414,53.105,1.112,0
171,0.988,-0.642,-0.773,0.172,51.895,1.018,0
142,0.884,-0.237,-0.989,-0.223,50.895,1.014,0
153,0.462,-0.279,0.373,0.041,49.158,0.9,1
155,0.585,-0.14,-0.187,-0.217,45.474,0.849,1
165,0.584,0.05,-0.528,-0.218,42.211,0.903,1
94,2.373,0.437,-1.09,-0.044,43.632,0.971,0
183,0.4,-0.283,0.401,-0.062,44.947,0.901,1
187,0.299,0.307,0.099,0.021,42.632,0.889,1
136,1.195,0.168,-0.978,0.375,42.158,0.812,0
165,0.197,-0.002,-0.209,0.049,40.316,0.765,1
173,0.658,0.158,-0.385,-0.089,39.421,0.794,1
91,1.984,-2.016,-0.015,-0.212,42.684,0.784,0
154,0.669,0.057,0.999,-0.2,42.053,0.752,1
165,0.629,-0.421,0.06,0.249,39.526,0.779,0
179,0.165,0.084,-0.239,-0.013,39.737,0.605,1
159,0.707,0.221,-0.074,0.119,38.053,0.619,0
178,0.366,0.26,0.23,-0.112,38.684,0.606,1
163,0.372,0.084,-0.085,-0.284,36.211,0.661,1
78,1.697,-0.96,-0.867,-0.027,36.737,0.749,0
127,0.919,1.317,0.543,0.084,34.842,0.758,0
116,1.767,-0.64,-0.8,0.178,33.895,0.681,0
152,1.533,0.765,-0.146,-0.992,35.211,0.78,0
169,0.407,-0.249,-0.274,0.223,36.0,0.821,0
108,1.399,0.977,0.92,0.152,38.684,0.853,0
102,2.406,0.838,-1.679,1.101,35.263,1.082,0
93,2.134,1.466,-0.797,-0.179,31.053,1.2,0
177,0.241,0.018,-0.283,-0.002,35.263,1.026,1
159,0.548,0.514,0.344,-0.214,33.526,1.064,0
125,1.513,-0.224,0.222,0.419,33.789,1.137,0
146,0.507,0.215,0.321,0.125,34.474,1.368,1
172,0.383,0.153,0.227,-0.216,31.526,1.373,1
183,0.482,0.067,0.404,-0.061,28.789,1.447,1
132,1.855,0.331,2.098,-0.039,30.895,1.591,0
171,0.169,0.105,0.127,-0.083,32.211,1.323,1
132,0.891,0.208,0.098,-0.041,33.211,1.285,0
154,0.791,-0.282,0.995,0.263,33.368,1.269,0
83,1.703,1.876,0.141,0.461,36.316,1.173,0
125,1.178,-0.846,-0.553,0.35,34.053,1.221,0
